goldSQL,prdeictSQL,ind_dev_set,hardness,question,db_id,gold_sql,predicted_sql,Incorrect final column,Missing constraint,Incorrect Constraint,Entity Column,execution
"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1","SELECT airlines.Abbreviation, airports.Country FROM airlines JOIN airports JOIN flights GROUP BY flights.DestAirport ORDER BY Count(*) Asc LIMIT 1",232,extra,What is the abbreviation of the airilne has the fewest flights and what country is it in?,flight_2,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1","SELECT airlines.Abbreviation, airports.Country FROM airlines JOIN airports JOIN flights GROUP BY flights.DestAirport ORDER BY Count(*) Asc LIMIT 1",False,False,False,False,False
"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.SourceAirport = <UNK>,233,medium,What are airlines that have some flight departing from airport 'AHD'?,flight_2,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.SourceAirport = <UNK>,False,False,False,False,False
"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.SourceAirport = <UNK>,234,medium,Which airlines have a flight with source airport AHD?,flight_2,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.SourceAirport = <UNK>,False,False,False,False,False
"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.DestAirport = <UNK>,235,medium,What are airlines that have flights arriving at airport 'AHD'?,flight_2,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.DestAirport = <UNK>,False,False,False,False,False
"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.DestAirport = <UNK>,236,medium,Which airlines have a flight with destination airport AHD?,flight_2,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.DestAirport = <UNK>,False,False,False,False,False
"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.DestAirport = <UNK> INTERSECT SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.DestAirport = <UNK>,237,extra,Find all airlines that have flights from both airports 'APG' and 'CVO'.,flight_2,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.DestAirport = <UNK> INTERSECT SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.DestAirport = <UNK>,False,False,False,False,False
"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.DestAirport = <UNK> INTERSECT SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.DestAirport = <UNK>,238,extra,Which airlines have departing flights from both APG and CVO airports?,flight_2,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.DestAirport = <UNK> INTERSECT SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.DestAirport = <UNK>,False,False,False,False,False
"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.DestAirport = <UNK> EXCEPT SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.DestAirport = <UNK>,239,extra,Find all airlines that have flights from airport 'CVO' but not from 'APG'.,flight_2,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.DestAirport = <UNK> EXCEPT SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.DestAirport = <UNK>,False,False,False,False,False
"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",SELECT airlines.Airline FROM airlines JOIN airports WHERE airports.AirportCode = <UNK> EXCEPT SELECT airlines.Airline FROM airlines JOIN airports WHERE airports.AirportCode = <UNK>,240,extra,Which airlines have departures from CVO but not from APG airports?,flight_2,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",SELECT airlines.Airline FROM airlines JOIN airports WHERE airports.AirportCode = <UNK> EXCEPT SELECT airlines.Airline FROM airlines JOIN airports WHERE airports.AirportCode = <UNK>,False,False,False,False,False
SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,SELECT flights.Airline FROM airlines JOIN flights GROUP BY flights.Airline HAVING Count(*) >= 10.0,241,medium,Find all airlines that have at least 10 flights.,flight_2,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,SELECT flights.Airline FROM airlines JOIN flights GROUP BY flights.Airline HAVING Count(*) >= 10.0,False,False,False,False,False
SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,SELECT flights.Airline FROM airlines JOIN flights GROUP BY flights.Airline HAVING Count(*) >= 10.0,242,medium,Which airlines have at least 10 flights?,flight_2,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,SELECT flights.Airline FROM airlines JOIN flights GROUP BY flights.Airline HAVING Count(*) >= 10.0,False,False,False,False,False
SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.FlightNo < 200.0,243,medium,Find all airlines that have fewer than 200 flights.,flight_2,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.FlightNo < 200.0,False,False,False,False,False
SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.FlightNo < 200.0,244,medium,Which airlines have less than 200 flights?,flight_2,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,SELECT airlines.Airline FROM airlines JOIN flights WHERE flights.FlightNo < 200.0,False,False,False,False,False
"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",SELECT flights.FlightNo FROM flights WHERE flights.SourceAirport = <UNK>,247,easy,"What are flight numbers of flights departing from Airport ""APG""?",flight_2,"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",SELECT flights.FlightNo FROM flights WHERE flights.SourceAirport = <UNK>,False,False,False,False,False
"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",SELECT flights.FlightNo FROM flights WHERE flights.DestAirport = <UNK>,248,easy,Give the flight numbers of flights leaving from APG.,flight_2,"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",SELECT flights.FlightNo FROM flights WHERE flights.DestAirport = <UNK>,False,False,False,False,False
"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",SELECT flights.FlightNo FROM airports JOIN flights ON airports.AirportCode = flights.SourceAirport WHERE airports.AirportCode = <UNK>,249,easy,"What are flight numbers of flights arriving at Airport ""APG""?",flight_2,"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",SELECT flights.FlightNo FROM airports JOIN flights ON airports.AirportCode = flights.SourceAirport WHERE airports.AirportCode = <UNK>,False,False,False,False,False
"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",SELECT flights.FlightNo FROM flights WHERE flights.DestAirport = <UNK>,250,easy,Give the flight numbers of flights landing at APG.,flight_2,"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",SELECT flights.FlightNo FROM flights WHERE flights.DestAirport = <UNK>,False,False,False,False,False
"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT flights.FlightNo FROM airports JOIN flights ON airports.AirportCode = flights.SourceAirport WHERE airports.City = <UNK>,251,medium,"What are flight numbers of flights departing from City ""Aberdeen ""?",flight_2,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT flights.FlightNo FROM airports JOIN flights ON airports.AirportCode = flights.SourceAirport WHERE airports.City = <UNK>,False,False,False,False,False
"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT flights.FlightNo FROM airports JOIN flights ON airports.AirportCode = flights.SourceAirport WHERE airports.City = <UNK>,252,medium,Give the flight numbers of flights leaving from Aberdeen.,flight_2,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT flights.FlightNo FROM airports JOIN flights ON airports.AirportCode = flights.SourceAirport WHERE airports.City = <UNK>,False,False,False,False,False
"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT flights.FlightNo FROM airports JOIN flights ON airports.AirportCode = flights.SourceAirport WHERE airports.City = <UNK>,253,medium,"What are flight numbers of flights arriving at City ""Aberdeen""?",flight_2,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT flights.FlightNo FROM airports JOIN flights ON airports.AirportCode = flights.SourceAirport WHERE airports.City = <UNK>,False,False,False,False,False
"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT flights.FlightNo FROM airports JOIN flights ON airports.AirportCode = flights.SourceAirport WHERE airports.City = <UNK>,254,medium,Give the flight numbers of flights arriving in Aberdeen.,flight_2,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT flights.FlightNo FROM airports JOIN flights ON airports.AirportCode = flights.SourceAirport WHERE airports.City = <UNK>,False,False,False,False,False
"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",SELECT Count(*) FROM airports JOIN flights ON airports.AirportCode = flights.SourceAirport WHERE airports.City = <UNK> OR airports.City = <UNK>,255,hard,Find the number of flights landing in the city of Aberdeen or Abilene.,flight_2,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",SELECT Count(*) FROM airports JOIN flights ON airports.AirportCode = flights.SourceAirport WHERE airports.City = <UNK> OR airports.City = <UNK>,False,False,False,False,False
"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",SELECT Count(*) FROM airports JOIN flights ON airports.AirportCode = flights.SourceAirport WHERE airports.City = <UNK> OR airports.City = <UNK>,256,hard,How many flights land in Aberdeen or Abilene?,flight_2,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",SELECT Count(*) FROM airports JOIN flights ON airports.AirportCode = flights.SourceAirport WHERE airports.City = <UNK> OR airports.City = <UNK>,False,False,False,False,False
SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),SELECT airports.AirportName FROM airports WHERE airports.AirportCode NOT IN (SELECT flights.DestAirport FROM flights),257,hard,Find the name of airports which do not have any flight in and out.,flight_2,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),SELECT airports.AirportName FROM airports WHERE airports.AirportCode NOT IN (SELECT flights.DestAirport FROM flights),na,na,na,na,True
SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),SELECT airports.AirportName FROM airports EXCEPT SELECT airports.AirportName FROM airports JOIN flights ON airports.AirportCode = flights.SourceAirport,258,hard,Which airports do not have departing or arriving flights?,flight_2,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),SELECT airports.AirportName FROM airports EXCEPT SELECT airports.AirportName FROM airports JOIN flights ON airports.AirportCode = flights.SourceAirport,False,False,False,False,False
SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,SELECT employee.City FROM employee WHERE employee.Age < 30.0,265,medium,Which cities do more than one employee under age 30 come from?,employee_hire_evaluation,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,SELECT employee.City FROM employee WHERE employee.Age < 30.0,False,False,False,False,False
SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,SELECT employee.City FROM employee WHERE employee.Age < 30.0,266,medium,Find the cities that have more than one employee under age 30.,employee_hire_evaluation,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,SELECT employee.City FROM employee WHERE employee.Age < 30.0,False,False,False,False,False
"SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name","SELECT Count(*), employee.Name FROM employee JOIN shop JOIN hiring ON employee.Employee_ID = hiring.Employee_ID AND hiring.Shop_ID = shop.Shop_ID AND employee.Employee_ID = hiring.Employee_ID GROUP BY employee.Name",288,medium,"For each shop, return the number of employees working there and the name of the shop.",employee_hire_evaluation,"SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name","SELECT Count(*), employee.Name FROM employee JOIN shop JOIN hiring ON employee.Employee_ID = hiring.Employee_ID AND hiring.Shop_ID = shop.Shop_ID AND employee.Employee_ID = hiring.Employee_ID GROUP BY employee.Name",False,False,False,False,False
"SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%""","SELECT Documents.Document_Name, Documents.Template_ID FROM Documents WHERE Documents.Document_Description LIKE <UNK>",301,medium,What is the document name and template id for document with description with the letter 'w' in it?,cre_Doc_Template_Mgt,"SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%""","SELECT Documents.Document_Name, Documents.Template_ID FROM Documents WHERE Documents.Document_Description LIKE <UNK>",False,False,False,False,False
"SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%""","SELECT Documents.Document_Name, Documents.Template_ID FROM Documents WHERE Documents.Document_Description LIKE <UNK>",302,medium,Return the names and template ids for documents that contain the letter w in their description.,cre_Doc_Template_Mgt,"SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%""","SELECT Documents.Document_Name, Documents.Template_ID FROM Documents WHERE Documents.Document_Description LIKE <UNK>",False,False,False,False,False
"SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""","SELECT Documents.Document_ID, Documents.Template_ID, Documents.Document_Description FROM Documents WHERE Documents.Document_Name = <UNK>",303,medium,"What is the document id, template id and description for document named ""Robbin CV""?",cre_Doc_Template_Mgt,"SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""","SELECT Documents.Document_ID, Documents.Template_ID, Documents.Document_Description FROM Documents WHERE Documents.Document_Name = <UNK>",False,False,False,False,False
"SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""","SELECT Documents.Document_ID, Documents.Template_ID, Documents.Document_Description FROM Documents WHERE Documents.Document_Name = <UNK>",304,medium,"Return the document id, template id, and description for the document with the name Robbin CV.",cre_Doc_Template_Mgt,"SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""","SELECT Documents.Document_ID, Documents.Template_ID, Documents.Document_Description FROM Documents WHERE Documents.Document_Name = <UNK>",False,False,False,False,False
SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',SELECT Count(*) FROM Templates JOIN Documents ON Templates.Template_ID = Documents.Template_ID WHERE Templates.Template_Type_Code = <UNK>,307,medium,How many documents are using the template with type code 'PPT'?,cre_Doc_Template_Mgt,SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',SELECT Count(*) FROM Templates JOIN Documents ON Templates.Template_ID = Documents.Template_ID WHERE Templates.Template_Type_Code = <UNK>,False,False,False,False,False
SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',SELECT Count(*) FROM Templates JOIN Documents ON Templates.Template_ID = Documents.Template_ID WHERE Templates.Template_Type_Code = <UNK>,308,medium,Count the number of documents that use the PPT template type.,cre_Doc_Template_Mgt,SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',SELECT Count(*) FROM Templates JOIN Documents ON Templates.Template_ID = Documents.Template_ID WHERE Templates.Template_Type_Code = <UNK>,False,False,False,False,False
SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1,SELECT Templates.Template_ID FROM Templates JOIN Documents ON Templates.Template_ID = Documents.Template_ID GROUP BY Templates.Template_ID HAVING Count(*) > 1.0,314,easy,What are the template ids of any templates used in more than a single document?,cre_Doc_Template_Mgt,SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1,SELECT Templates.Template_ID FROM Templates JOIN Documents ON Templates.Template_ID = Documents.Template_ID GROUP BY Templates.Template_ID HAVING Count(*) > 1.0,na,na,na,na,True
"SELECT template_id FROM Templates WHERE template_type_code  =  ""PP"" OR template_type_code  =  ""PPT""",SELECT Templates.Template_ID FROM Templates WHERE Templates.Template_Type_Code = <UNK> OR Templates.Template_Type_Code = <UNK>,323,medium,What are the ids of templates with template type code PP or PPT?,cre_Doc_Template_Mgt,"SELECT template_id FROM Templates WHERE template_type_code  =  ""PP"" OR template_type_code  =  ""PPT""",SELECT Templates.Template_ID FROM Templates WHERE Templates.Template_Type_Code = <UNK> OR Templates.Template_Type_Code = <UNK>,False,False,False,False,False
"SELECT template_id FROM Templates WHERE template_type_code  =  ""PP"" OR template_type_code  =  ""PPT""",SELECT Templates.Template_ID FROM Templates WHERE Templates.Template_Type_Code = <UNK> OR Templates.Template_Type_Code = <UNK>,324,medium,Return the ids of templates that have the code PP or PPT.,cre_Doc_Template_Mgt,"SELECT template_id FROM Templates WHERE template_type_code  =  ""PP"" OR template_type_code  =  ""PPT""",SELECT Templates.Template_ID FROM Templates WHERE Templates.Template_Type_Code = <UNK> OR Templates.Template_Type_Code = <UNK>,False,False,False,False,False
"SELECT min(Version_Number) ,  template_type_code FROM Templates","SELECT Templates.Version_Number, Templates.Template_Type_Code FROM Templates ORDER BY Templates.Version_Number Asc LIMIT 1",335,medium,What the smallest version number and its template type code?,cre_Doc_Template_Mgt,"SELECT min(Version_Number) ,  template_type_code FROM Templates","SELECT Templates.Version_Number, Templates.Template_Type_Code FROM Templates ORDER BY Templates.Version_Number Asc LIMIT 1",na,na,na,na,True
"SELECT min(Version_Number) ,  template_type_code FROM Templates","SELECT Templates.Version_Number, Templates.Template_Type_Code FROM Templates ORDER BY Templates.Version_Number Asc LIMIT 1",336,medium,"Return the lowest version number, along with its corresponding template type code.",cre_Doc_Template_Mgt,"SELECT min(Version_Number) ,  template_type_code FROM Templates","SELECT Templates.Version_Number, Templates.Template_Type_Code FROM Templates ORDER BY Templates.Version_Number Asc LIMIT 1",na,na,na,na,True
"SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T2.document_name  =  ""Data base""",SELECT Templates.Template_Type_Code FROM Templates JOIN Documents ON Templates.Template_ID = Documents.Template_ID WHERE Documents.Document_Name = <UNK>,337,medium,"What is the template type code of the template used by document with the name ""Data base""?",cre_Doc_Template_Mgt,"SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T2.document_name  =  ""Data base""",SELECT Templates.Template_Type_Code FROM Templates JOIN Documents ON Templates.Template_ID = Documents.Template_ID WHERE Documents.Document_Name = <UNK>,False,False,False,False,False
"SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T2.document_name  =  ""Data base""",SELECT Templates.Template_Type_Code FROM Templates JOIN Documents ON Templates.Template_ID = Documents.Template_ID WHERE Documents.Document_Name = <UNK>,338,medium,Return the template type code of the template that is used by a document named Data base.,cre_Doc_Template_Mgt,"SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T2.document_name  =  ""Data base""",SELECT Templates.Template_Type_Code FROM Templates JOIN Documents ON Templates.Template_ID = Documents.Template_ID WHERE Documents.Document_Name = <UNK>,False,False,False,False,False
SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id,SELECT Templates.Template_Type_Code FROM Templates EXCEPT SELECT Documents.Template_ID FROM Documents,345,hard,Show all template type codes that are not used by any document.,cre_Doc_Template_Mgt,SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id,SELECT Templates.Template_Type_Code FROM Templates EXCEPT SELECT Documents.Template_ID FROM Documents,False,False,False,False,False
SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id,SELECT Templates.Template_ID FROM Templates EXCEPT SELECT Documents.Template_ID FROM Documents,346,hard,What are the codes of template types that are not used for any document?,cre_Doc_Template_Mgt,SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id,SELECT Templates.Template_ID FROM Templates EXCEPT SELECT Documents.Template_ID FROM Documents,False,False,False,False,False
"SELECT template_type_code ,  template_type_description FROM Ref_template_types","SELECT Ref_Template_Types.Template_Type_Code, Ref_Template_Types.Template_Type_Description FROM Ref_Template_Types JOIN Templates ON Ref_Template_Types.Template_Type_Code = Templates.Template_Type_Code",347,medium,Show all template type codes and descriptions.,cre_Doc_Template_Mgt,"SELECT template_type_code ,  template_type_description FROM Ref_template_types","SELECT Ref_Template_Types.Template_Type_Code, Ref_Template_Types.Template_Type_Description FROM Ref_Template_Types JOIN Templates ON Ref_Template_Types.Template_Type_Code = Templates.Template_Type_Code",False,False,False,False,False
"SELECT template_type_description FROM Ref_template_types WHERE template_type_code  =  ""AD""",SELECT Ref_Template_Types.Template_Type_Description FROM Ref_Template_Types WHERE Ref_Template_Types.Template_Type_Code = <UNK>,349,easy,"What is the template type descriptions for template type code ""AD"".",cre_Doc_Template_Mgt,"SELECT template_type_description FROM Ref_template_types WHERE template_type_code  =  ""AD""",SELECT Ref_Template_Types.Template_Type_Description FROM Ref_Template_Types WHERE Ref_Template_Types.Template_Type_Code = <UNK>,False,False,False,False,False
