goldSQL,prdeictSQL,ind_dev_set,hardness,question,db_id,gold_sql,predicted_sql,Incorrect final column,Missing constraint,Incorrect Constraint,Entity Column,execution,
"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",SELECT COUNT(*) FROM flights WHERE Airline = 'Jetblue Airways',214,medium,Give the number of Jetblue Airways flights.,flight_2,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",SELECT COUNT(*) FROM flights WHERE Airline = 'Jetblue Airways',FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,"SELECT Airline, COUNT(*) AS NumFlights FROM flights GROUP BY Airline ORDER BY NumFlights DESC LIMIT 1",229,extra,Which airline has most number of flights?,flight_2,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,"SELECT Airline, COUNT(*) AS NumFlights FROM flights GROUP BY Airline ORDER BY NumFlights DESC LIMIT 1",FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,"SELECT Airline, COUNT(*) AS NumFlights FROM flights GROUP BY Airline ORDER BY NumFlights DESC LIMIT 1",230,extra,What airline serves the most flights?,flight_2,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,"SELECT Airline, COUNT(*) AS NumFlights FROM flights GROUP BY Airline ORDER BY NumFlights DESC LIMIT 1",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1","SELECT Abbreviation, Country FROM airlines WHERE uid IN (SELECT Airline FROM flights GROUP BY Airline ORDER BY COUNT(*) ASC LIMIT 1)",231,extra,Find the abbreviation and country of the airline that has fewest number of flights?,flight_2,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1","SELECT Abbreviation, Country FROM airlines WHERE uid IN (SELECT Airline FROM flights GROUP BY Airline ORDER BY COUNT(*) ASC LIMIT 1)",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1","SELECT Abbreviation, Country FROM airlines WHERE uid IN (SELECT Airline FROM flights GROUP BY Airline ORDER BY COUNT(*) ASC LIMIT 1)",232,extra,What is the abbreviation of the airilne has the fewest flights and what country is it in?,flight_2,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1","SELECT Abbreviation, Country FROM airlines WHERE uid IN (SELECT Airline FROM flights GROUP BY Airline ORDER BY COUNT(*) ASC LIMIT 1)",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",SELECT Airline FROM airlines JOIN flights ON airlines.Abbreviation = flights.Airline WHERE SourceAirport = 'AHD',233,medium,What are airlines that have some flight departing from airport 'AHD'?,flight_2,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",SELECT Airline FROM airlines JOIN flights ON airlines.Abbreviation = flights.Airline WHERE SourceAirport = 'AHD',FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",SELECT Airline FROM airlines JOIN flights ON airlines.Abbreviation = flights.Airline WHERE DestAirport = 'AHD',235,medium,What are airlines that have flights arriving at airport 'AHD'?,flight_2,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",SELECT Airline FROM airlines JOIN flights ON airlines.Abbreviation = flights.Airline WHERE DestAirport = 'AHD',FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,SELECT Airline FROM flights GROUP BY Airline HAVING COUNT(*) >= 10,241,medium,Find all airlines that have at least 10 flights.,flight_2,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,SELECT Airline FROM flights GROUP BY Airline HAVING COUNT(*) >= 10,FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,SELECT Airline FROM flights GROUP BY Airline HAVING COUNT(*) >= 10,242,medium,Which airlines have at least 10 flights?,flight_2,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,SELECT Airline FROM flights GROUP BY Airline HAVING COUNT(*) >= 10,FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,SELECT Airline FROM flights GROUP BY Airline HAVING COUNT(*) < 200,243,medium,Find all airlines that have fewer than 200 flights.,flight_2,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,SELECT Airline FROM flights GROUP BY Airline HAVING COUNT(*) < 200,FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,SELECT Airline FROM flights GROUP BY Airline HAVING COUNT(*) < 200,244,medium,Which airlines have less than 200 flights?,flight_2,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,SELECT Airline FROM flights GROUP BY Airline HAVING COUNT(*) < 200,FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",SELECT FlightNo FROM flights WHERE Airline = 'United Airlines',245,medium,"What are flight numbers of Airline ""United Airlines""?",flight_2,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",SELECT FlightNo FROM flights WHERE Airline = 'United Airlines',FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",SELECT FlightNo FROM flights WHERE Airline = 'United Airlines',246,medium,Which flight numbers correspond to United Airlines flights?,flight_2,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",SELECT FlightNo FROM flights WHERE Airline = 'United Airlines',FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),SELECT AirportCode FROM airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM flights) AND AirportCode NOT IN (SELECT DestAirport FROM flights),258,hard,Which airports do not have departing or arriving flights?,flight_2,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),SELECT AirportCode FROM airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM flights) AND AirportCode NOT IN (SELECT DestAirport FROM flights),FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT name FROM employee ORDER BY age,"SELECT Name, Age FROM employee ORDER BY Age ASC",262,easy,List the names of employees and sort in ascending order of age.,employee_hire_evaluation,SELECT name FROM employee ORDER BY age,"SELECT Name, Age FROM employee ORDER BY Age ASC",TRUE,FALSE,FALSE,FALSE,FALSE,
"SELECT count(*) ,  city FROM employee GROUP BY city","SELECT City, COUNT(*) FROM employee GROUP BY City",263,medium,What is the number of employees from each city?,employee_hire_evaluation,"SELECT count(*) ,  city FROM employee GROUP BY city","SELECT City, COUNT(*) FROM employee GROUP BY City",TRUE,FALSE,FALSE,FALSE,FALSE,
"SELECT count(*) ,  city FROM employee GROUP BY city","SELECT City, COUNT(*) FROM employee GROUP BY City",264,medium,Count the number of employees for each city.,employee_hire_evaluation,"SELECT count(*) ,  city FROM employee GROUP BY city","SELECT City, COUNT(*) FROM employee GROUP BY City",TRUE,FALSE,FALSE,FALSE,FALSE,
"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION","SELECT Location, COUNT(*) FROM shop GROUP BY Location",267,medium,Find the number of shops in each location.,employee_hire_evaluation,"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION","SELECT Location, COUNT(*) FROM shop GROUP BY Location",TRUE,FALSE,FALSE,FALSE,FALSE,
"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION","SELECT Location, COUNT(*) FROM shop GROUP BY Location",268,medium,How many shops are there in each location?,employee_hire_evaluation,"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION","SELECT Location, COUNT(*) FROM shop GROUP BY Location",TRUE,FALSE,FALSE,FALSE,FALSE,
"SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1","SELECT Name, District FROM shop WHERE Number_products = (SELECT MAX(Number_products) FROM shop)",269,medium,Find the manager name and district of the shop whose number of products is the largest.,employee_hire_evaluation,"SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1","SELECT Name, District FROM shop WHERE Number_products = (SELECT MAX(Number_products) FROM shop)",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1","SELECT Name, District FROM shop ORDER BY Number_products DESC LIMIT 1",270,medium,What are the manager name and district of the shop that sells the largest number of products?,employee_hire_evaluation,"SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1","SELECT Name, District FROM shop ORDER BY Number_products DESC LIMIT 1",TRUE,FALSE,FALSE,FALSE,FALSE,
"SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name","SELECT shop.Name, COUNT(hiring.Employee_ID)  FROM shop  JOIN hiring  ON shop.Shop_ID = hiring.Shop_ID  GROUP BY shop.Shop_ID",287,medium,Find the number of employees hired in each shop; show the shop name as well.,employee_hire_evaluation,"SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name","SELECT shop.Name, COUNT(hiring.Employee_ID)  FROM shop  JOIN hiring  ON shop.Shop_ID = hiring.Shop_ID  GROUP BY shop.Shop_ID",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name","SELECT shop.Name, COUNT(hiring.Employee_ID) FROM shop JOIN hiring ON shop.Shop_ID = hiring.Shop_ID GROUP BY shop.Shop_ID",288,medium,"For each shop, return the number of employees working there and the name of the shop.",employee_hire_evaluation,"SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name","SELECT shop.Name, COUNT(hiring.Employee_ID) FROM shop JOIN hiring ON shop.Shop_ID = hiring.Shop_ID GROUP BY shop.Shop_ID",FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT count(DISTINCT template_id) FROM Documents,SELECT COUNT(DISTINCT Template_ID) FROM Templates,306,easy,Count the number of different templates used for documents.,cre_Doc_Template_Mgt,SELECT count(DISTINCT template_id) FROM Documents,SELECT COUNT(DISTINCT Template_ID) FROM Templates,FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',SELECT COUNT(*) FROM Documents AS D JOIN Templates AS T ON D.Template_ID = T.Template_ID JOIN Ref_Template_Types AS R ON T.Template_Type_Code = R.Template_Type_Code WHERE R.Template_Type_Description = 'PPT',308,medium,Count the number of documents that use the PPT template type.,cre_Doc_Template_Mgt,SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',SELECT COUNT(*) FROM Documents AS D JOIN Templates AS T ON D.Template_ID = T.Template_ID JOIN Ref_Template_Types AS R ON T.Template_Type_Code = R.Template_Type_Code WHERE R.Template_Type_Description = 'PPT',FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1,SELECT Template_ID FROM Templates   GROUP BY Template_ID   HAVING COUNT(*) > 1,314,easy,What are the template ids of any templates used in more than a single document?,cre_Doc_Template_Mgt,SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1,SELECT Template_ID FROM Templates   GROUP BY Template_ID   HAVING COUNT(*) > 1,FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT DISTINCT template_type_code FROM Templates,SELECT Template_Type_Code FROM Ref_Template_Types,322,easy,What are the different template type codes?,cre_Doc_Template_Mgt,SELECT DISTINCT template_type_code FROM Templates,SELECT Template_Type_Code FROM Ref_Template_Types,FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV""",SELECT COUNT(*) FROM Ref_Template_Types  WHERE Template_Type_Code = 'CV',326,easy,Count the number of templates of the type CV.,cre_Doc_Template_Mgt,"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV""",SELECT COUNT(*) FROM Ref_Template_Types  WHERE Template_Type_Code = 'CV',FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT template_type_code ,  count(*) FROM Templates GROUP BY template_type_code","SELECT Template_Type_Code, COUNT(*) FROM Ref_Template_Types  JOIN Templates ON Ref_Template_Types.Template_Type_Code = Templates.Template_Type_Code  GROUP BY Template_Type_Code",329,medium,Show all template type codes and number of templates for each.,cre_Doc_Template_Mgt,"SELECT template_type_code ,  count(*) FROM Templates GROUP BY template_type_code","SELECT Template_Type_Code, COUNT(*) FROM Ref_Template_Types  JOIN Templates ON Ref_Template_Types.Template_Type_Code = Templates.Template_Type_Code  GROUP BY Template_Type_Code",FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT template_type_code FROM Templates GROUP BY template_type_code ORDER BY count(*) DESC LIMIT 1,"SELECT Template_Type_Code, COUNT(*) FROM Templates GROUP BY Template_Type_Code ORDER BY COUNT(*) DESC LIMIT 1",331,hard,Which template type code has most number of templates?,cre_Doc_Template_Mgt,SELECT template_type_code FROM Templates GROUP BY template_type_code ORDER BY count(*) DESC LIMIT 1,"SELECT Template_Type_Code, COUNT(*) FROM Templates GROUP BY Template_Type_Code ORDER BY COUNT(*) DESC LIMIT 1",TRUE,FALSE,FALSE,FALSE,FALSE,
SELECT template_type_code FROM Templates GROUP BY template_type_code HAVING count(*)  <  3,SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Code NOT IN (SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code HAVING COUNT(*)  >  3),334,easy,What are the codes of template types that have fewer than 3 templates?,cre_Doc_Template_Mgt,SELECT template_type_code FROM Templates GROUP BY template_type_code HAVING count(*)  <  3,SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Code NOT IN (SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code HAVING COUNT(*)  >  3),FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code","SELECT Template_Type_Code, COUNT(*) FROM Ref_Template_Types  INNER JOIN Templates ON Ref_Template_Types.Template_Type_Code = Templates.Template_Type_Code  INNER JOIN Documents ON Templates.Template_ID = Documents.Template_ID  GROUP BY Template_Type_Code",341,medium,Show all template type codes and the number of documents using each type.,cre_Doc_Template_Mgt,"SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code","SELECT Template_Type_Code, COUNT(*) FROM Ref_Template_Types  INNER JOIN Templates ON Ref_Template_Types.Template_Type_Code = Templates.Template_Type_Code  INNER JOIN Documents ON Templates.Template_ID = Documents.Template_ID  GROUP BY Template_Type_Code",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code","SELECT Template_Type_Code, COUNT(*) FROM Ref_Template_Types  INNER JOIN Templates ON Ref_Template_Types.Template_Type_Code = Templates.Template_Type_Code  INNER JOIN Documents ON Templates.Template_ID = Documents.Template_ID  GROUP BY Template_Type_Code",342,medium,"What are the different template type codes, and how many documents use each type?",cre_Doc_Template_Mgt,"SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code","SELECT Template_Type_Code, COUNT(*) FROM Ref_Template_Types  INNER JOIN Templates ON Ref_Template_Types.Template_Type_Code = Templates.Template_Type_Code  INNER JOIN Documents ON Templates.Template_ID = Documents.Template_ID  GROUP BY Template_Type_Code",FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1,"SELECT Template_Type_Code, COUNT(*) AS Count_of_Documents  FROM Documents  INNER JOIN Templates  ON Documents.Template_ID = Templates.Template_ID  GROUP BY Template_Type_Code  ORDER BY Count_of_Documents DESC  LIMIT 1",343,extra,Which template type code is used by most number of documents?,cre_Doc_Template_Mgt,SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1,"SELECT Template_Type_Code, COUNT(*) AS Count_of_Documents  FROM Documents  INNER JOIN Templates  ON Documents.Template_ID = Templates.Template_ID  GROUP BY Template_Type_Code  ORDER BY Count_of_Documents DESC  LIMIT 1",FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1,SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code ORDER BY COUNT(*) DESC LIMIT 1,344,extra,Return the code of the template type that is most commonly used in documents.,cre_Doc_Template_Mgt,SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1,SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code ORDER BY COUNT(*) DESC LIMIT 1,FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T2.template_id FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code WHERE T1.template_type_description  =  ""Presentation""",SELECT Template_ID FROM Templates WHERE Template_Type_Description = 'Presentation',356,medium,Return the ids corresponding to templates with the description 'Presentation'.,cre_Doc_Template_Mgt,"SELECT T2.template_id FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code WHERE T1.template_type_description  =  ""Presentation""",SELECT Template_ID FROM Templates WHERE Template_Type_Description = 'Presentation',FALSE,FALSE,FALSE,FALSE,FALSE,
select other_details from paragraphs where paragraph_text like 'korea',"SELECT Paragraph_Text, Other_Details FROM Paragraphs WHERE Paragraph_Text = 'Korea'",361,medium,Show paragraph details for paragraph with text 'Korea ' .,cre_Doc_Template_Mgt,select other_details from paragraphs where paragraph_text like 'korea',"SELECT Paragraph_Text, Other_Details FROM Paragraphs WHERE Paragraph_Text = 'Korea'",FALSE,FALSE,FALSE,FALSE,FALSE,
select other_details from paragraphs where paragraph_text like 'korea',"SELECT Paragraph_Text, Other_Details FROM Paragraphs WHERE Paragraph_Text LIKE '%Korea%'",362,medium,What are the details for the paragraph that includes the text 'Korea ' ?,cre_Doc_Template_Mgt,select other_details from paragraphs where paragraph_text like 'korea',"SELECT Paragraph_Text, Other_Details FROM Paragraphs WHERE Paragraph_Text LIKE '%Korea%'",TRUE,FALSE,FALSE,FALSE,FALSE,
"SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id","SELECT Documents.Document_ID, Documents.Document_Name, COUNT(Paragraphs.Paragraph_ID) AS Num_Paragraphs FROM Documents LEFT JOIN Paragraphs ON Documents.Document_ID = Paragraphs.Document_ID GROUP BY Documents.Document_ID",369,medium,"Show all document ids, names and the number of paragraphs in each document.",cre_Doc_Template_Mgt,"SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id","SELECT Documents.Document_ID, Documents.Document_Name, COUNT(Paragraphs.Paragraph_ID) AS Num_Paragraphs FROM Documents LEFT JOIN Paragraphs ON Documents.Document_ID = Paragraphs.Document_ID GROUP BY Documents.Document_ID",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id","SELECT Documents.Document_ID, Documents.Document_Name, COUNT(Paragraphs.Paragraph_ID) FROM Documents LEFT JOIN Paragraphs ON Documents.Document_ID = Paragraphs.Document_ID GROUP BY Documents.Document_ID",370,medium,"What are the ids and names of each document, as well as the number of paragraphs in each?",cre_Doc_Template_Mgt,"SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id","SELECT Documents.Document_ID, Documents.Document_Name, COUNT(Paragraphs.Paragraph_ID) FROM Documents LEFT JOIN Paragraphs ON Documents.Document_ID = Paragraphs.Document_ID GROUP BY Documents.Document_ID",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T1.document_id ,  T2.document_name FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id ORDER BY count(*) DESC LIMIT 1","SELECT Document_ID, Document_Name FROM Documents JOIN Paragraphs ON Documents.Document_ID = Paragraphs.Document_ID GROUP BY Document_ID ORDER BY COUNT(*) DESC LIMIT 1",374,extra,Return the id and name of the document with the most paragraphs.,cre_Doc_Template_Mgt,"SELECT T1.document_id ,  T2.document_name FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id ORDER BY count(*) DESC LIMIT 1","SELECT Document_ID, Document_Name FROM Documents JOIN Paragraphs ON Documents.Document_ID = Paragraphs.Document_ID GROUP BY Document_ID ORDER BY COUNT(*) DESC LIMIT 1",FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT document_id FROM Paragraphs GROUP BY document_id ORDER BY count(*) ASC LIMIT 1,SELECT Document_ID FROM Documents AS T1 JOIN Paragraphs AS T2 ON T1.Document_ID  =  T2.Document_ID GROUP BY T1.Document_ID ORDER BY COUNT(*) ASC LIMIT 1,376,hard,Return the id of the document with the fewest paragraphs.,cre_Doc_Template_Mgt,SELECT document_id FROM Paragraphs GROUP BY document_id ORDER BY count(*) ASC LIMIT 1,SELECT Document_ID FROM Documents AS T1 JOIN Paragraphs AS T2 ON T1.Document_ID  =  T2.Document_ID GROUP BY T1.Document_ID ORDER BY COUNT(*) ASC LIMIT 1,FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2,SELECT Document_ID FROM Documents JOIN Paragraphs ON Documents.Document_ID = Paragraphs.Document_ID GROUP BY Document_ID HAVING COUNT(Paragraph_ID) BETWEEN 1 AND 2,377,easy,What is the document id with 1 to 2 paragraphs?,cre_Doc_Template_Mgt,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2,SELECT Document_ID FROM Documents JOIN Paragraphs ON Documents.Document_ID = Paragraphs.Document_ID GROUP BY Document_ID HAVING COUNT(Paragraph_ID) BETWEEN 1 AND 2,FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2,SELECT Document_ID FROM Documents JOIN Paragraphs ON Documents.Document_ID = Paragraphs.Document_ID GROUP BY Document_ID HAVING COUNT(*) BETWEEN 1 AND 2,378,easy,Give the ids of documents that have between one and two paragraphs.,cre_Doc_Template_Mgt,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2,SELECT Document_ID FROM Documents JOIN Paragraphs ON Documents.Document_ID = Paragraphs.Document_ID GROUP BY Document_ID HAVING COUNT(*) BETWEEN 1 AND 2,FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT Age ,  Hometown FROM teacher","SELECT Name, Age, Hometown FROM teacher",386,medium,What is the age and hometown of every teacher?,course_teach,"SELECT Age ,  Hometown FROM teacher","SELECT Name, Age, Hometown FROM teacher",TRUE,FALSE,FALSE,FALSE,FALSE,
"select name from teacher where hometown != ""little lever urban district""",SELECT Name FROM teacher WHERE Hometown != 'Little Lever Urban District',387,easy,List the name of teachers whose hometown is not `` Little Lever Urban District '' .,course_teach,"select name from teacher where hometown != ""little lever urban district""",SELECT Name FROM teacher WHERE Hometown != 'Little Lever Urban District',FALSE,FALSE,FALSE,FALSE,FALSE,
"select name from teacher where hometown != ""little lever urban district""",SELECT Name FROM teacher WHERE Hometown != 'Little Lever Urban District',388,easy,What are the names of the teachers whose hometown is not `` Little Lever Urban District '' ?,course_teach,"select name from teacher where hometown != ""little lever urban district""",SELECT Name FROM teacher WHERE Hometown != 'Little Lever Urban District',FALSE,FALSE,FALSE,FALSE,FALSE,
